company_name,domain,funding_usd,status,sector,shutdown_date,notes
People Capital,people2capital.com,$2.5M,closed,credit cards,,Market: Credit Cards; USA; Source: Crunchbase
Run2Sport,run2sport.com,$2.5M,closed,sports,,Market: Sports; Source: Crunchbase
Senergen Devices,senergendevices.com,$2.5M,closed,cleantech,,Market: Clean Technology; USA; Source: Crunchbase
SunModular,sunmodularinc.com,$2.5M,closed,cleantech,,Market: Clean Technology; Source: Crunchbase
Wizzgo,mutchs.hd.free.fr,$2.5M,closed,gaming,,Market: Games; FRA; Source: Crunchbase
MARIPOSA BIOTECHNOLOGY,mariposabiotech.com,$2.4M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
Novacem,novacem.com,$2.4M,closed,cleantech,,Market: Clean Technology; GBR; Source: Crunchbase
Rivet & Sway,rivetandsway.com,$2.4M,closed,ecommerce,,Market: E-Commerce; USA; Source: Crunchbase
GleeMaster,gleemaster.com,$2.3M,closed,shopping,,Market: Shopping; USA; Source: Crunchbase
Pixelpipe,pixelpipe.com,$2.3M,closed,networking,,Market: Networking; USA; Source: Crunchbase
Planet Metrics,planetmetrics.com,$2.3M,closed,cleantech,,Market: Clean Technology; USA; Source: Crunchbase
NXVISION,nxvision.com,$2.3M,closed,photography,,Market: Photography; GBR; Source: Crunchbase
Digicompanion,digicompanion.com,$2.3M,closed,saas,,Market: Software; FRA; Source: Crunchbase
NERITES,nerites.com,$2.3M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
Zymetis,zymetis.com,$2.3M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
Zorap,zorap.com,$2.3M,closed,music,,Market: Music; USA; Source: Crunchbase
College Tonight,collegetonightinc.com,$2.2M,closed,networking,,Market: Networking; USA; Source: Crunchbase
Moprise,moprise.com,$2.2M,closed,saas,,Market: Enterprise Software; USA; Source: Crunchbase
Meggatel,meggatel.com,$2.2M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Guangzhou Broad Vision Telecom,chinabroadvision.com,$2.2M,closed,web hosting,,Market: Web Hosting; CHN; Source: Crunchbase
LiveProfile,liveprofile.com,$2.2M,closed,social,,Market: Social Media; USA; Source: Crunchbase
Paxfire,paxfire.com,$2.2M,closed,saas,,Market: Software; USA; Source: Crunchbase
Zipzoom,zipzoom.com,$2.2M,closed,ecommerce,,Market: E-Commerce; CAN; Source: Crunchbase
SageFire,sagefire.com,$2.2M,closed,saas,,Market: Software; USA; Source: Crunchbase
Vontoo,vontoo.com,$2.2M,closed,messaging,,Market: Messaging; USA; Source: Crunchbase
Gnodal,gnodal.com,$2.2M,closed,web hosting,,Market: Web Hosting; USA; Source: Crunchbase
Zoomorama,zoomorama.com,$2.2M,closed,curated web,,Market: Curated Web; FRA; Source: Crunchbase
Moverati,moverati.com,$2.1M,closed,media,,Market: Video; USA; Source: Crunchbase
TwoF,molecularstamping.com,$2.1M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
TGS Knee Innovations,tgskneeinnovations.com,$2.1M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
80/20 Solutions,8020solutions.com,$2.1M,closed,social,,Market: Social Media; CAN; Source: Crunchbase
Flud,t.co,$2.1M,closed,social,,Market: Social Media; USA; Source: Crunchbase
FlyCast,flytcast.fm,$2.1M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
LightPole,lightpole.net,$2.1M,closed,mobile,,Market: Mobile; Source: Crunchbase
Loku,loku.com,$2.1M,closed,ediscovery,,Market: Ediscovery; USA; Source: Crunchbase
TerraWi,terrawi.com,$2.1M,closed,saas,,Market: Software; USA; Source: Crunchbase
Public Media Works,publicmediaworks.com,$2.1M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
eegoes,eegoes.com,$2.1M,closed,social network media,,Market: Social Network Media; USA; Source: Crunchbase
Acendi Interactive,acendi.com,$2.1M,closed,security,,Market: Security; USA; Source: Crunchbase
PhotoPharmics,photopharmics.com,$2.1M,closed,healthtech,,Market: Health Care; USA; Source: Crunchbase
Olive Medical Corporation,oliolivemedical.com,$2.1M,closed,manufacturing,,Market: Manufacturing; USA; Source: Crunchbase
Nanofactory Instruments,nanofactory.com,$2.1M,closed,nanotechnology,,Market: Nanotechnology; SWE; Source: Crunchbase
Kylin Therapeutics,kylintherapeutics.com,$2.1M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
Rockola Media Group,rockola.fm,$2.0M,closed,media,,Market: News; ESP; Source: Crunchbase
Taking Point,takingpoint.com,$2.0M,closed,dod/military,,Market: DOD/Military; USA; Source: Crunchbase
Active Optical MEMS,activeoptical.net,$2.0M,closed,other,,USA; Source: Crunchbase
AdexLink,adexlink.com,$2.0M,closed,adtech,,Market: Advertising; USA; Source: Crunchbase
Advanced Ophthalmic Pharma,aopharma.com,$2.0M,closed,biotech,,Market: Biotechnology; ISR; Source: Crunchbase
AnovaStorm,anovastorm.com,$2.0M,closed,saas,,Market: Enterprise Software; USA; Source: Crunchbase
Bettymovil,bettymovil.com,$2.0M,closed,gaming,,Market: Games; ESP; Source: Crunchbase
Cascada Mobile,cascadamobile.com,$2.0M,closed,saas,,Market: Software; CAN; Source: Crunchbase
Collactive,collactive.com,$2.0M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
CollegeWikis,collegewikis.com,$2.0M,closed,messaging,,Market: Messaging; Source: Crunchbase
Compass Quality Insight Inc.,compassquality.com,$2.0M,closed,saas,,Market: Software; USA; Source: Crunchbase
CouchOne,couchone.com,$2.0M,closed,saas,,Market: Software; USA; Source: Crunchbase
DigiMeld,digimeld.com,$2.0M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
ERTH Technologies,erthinc.com,$2.0M,closed,cleantech,,Market: Clean Technology; USA; Source: Crunchbase
GenieTown,genietown.com,$2.0M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Gingersoft Media,mginger.com,$2.0M,closed,adtech,,Market: Advertising; IND; Source: Crunchbase
Ginx,ginx.com,$2.0M,closed,curated web,,Market: Curated Web; Source: Crunchbase
Hopscotch,usehopscotch.com,$2.0M,closed,apps,,Market: Apps; USA; Source: Crunchbase
iMedix Inc.,imedix.com,$2.0M,closed,search,,Market: Search; ISR; Source: Crunchbase
InstaJob,instajob.net,$2.0M,closed,saas,,Market: Software; USA; Source: Crunchbase
Libox,libox.com,$2.0M,closed,photo sharing,,Market: Photo Sharing; ISR; Source: Crunchbase
Linkedwith,linkedwith.com,$2.0M,closed,mobile,,Market: Mobile; DEU; Source: Crunchbase
Machine Perception Technologies,mpt4u.com,$2.0M,closed,saas,,Market: Software; USA; Source: Crunchbase
Metranome,metranome.net,$2.0M,closed,mobile video,,Market: Mobile Video; CAN; Source: Crunchbase
MyScreen,myscreen.com,$2.0M,closed,adtech,,Market: Advertising; CAN; Source: Crunchbase
MyWealth,mywealth.com,$2.0M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Nemedia,nemedia.com,$2.0M,closed,adtech,,Market: Advertising; Source: Crunchbase
PluggedIn,pluggedin.com,$2.0M,closed,media,,Market: Video; USA; Source: Crunchbase
Pollsb,pollsb.com,$2.0M,closed,surveys,,Market: Surveys; ISR; Source: Crunchbase
Ratify,ratifyinc.com,$2.0M,closed,saas,,Market: Software; USA; Source: Crunchbase
Roc2Loc,roc2loc.com,$2.0M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Sharetivity,sharetivity.com,$2.0M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Smish,smi.sh,$2.0M,closed,saas,,Market: Software; USA; Source: Crunchbase
SpongeFish,spongefish.com,$2.0M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Sway,swayonline.com,$2.0M,closed,social,,Market: Social Media; USA; Source: Crunchbase
Swivel,eagereyes.org,$2.0M,closed,search,,Market: Search; USA; Source: Crunchbase
TapPress,tappress.me,$2.0M,closed,internet,,Market: Internet; SOM; Source: Crunchbase
Thwapr,thwapr.com,$2.0M,closed,iphone,,Market: iPhone; USA; Source: Crunchbase
"Touchring Co., Ltd.",touchring.com,$2.0M,closed,social network media,,Market: Social Network Media; KOR; Source: Crunchbase
Travolver,travolver.com,$2.0M,closed,peer-to-peer,,Market: Peer-to-Peer; RUS; Source: Crunchbase
Trusera,trusera.com,$2.0M,closed,healthtech,,Market: Health and Wellness; USA; Source: Crunchbase
Viva Vision,vivavision.com,$2.0M,closed,hardware,,Market: Hardware; USA; Source: Crunchbase
Vysr,vysr.com,$2.0M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
ZinkoTek,zinkotek.com,$2.0M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
CMP Therapeutics,cmptherapeutics.com,$2.0M,closed,biotech,,Market: Biotechnology; GBR; Source: Crunchbase
IM-Sense,im-sense.com,$2.0M,closed,saas,,Market: Software; Source: Crunchbase
Revistronic,revistronic.com,$2.0M,closed,content,,Market: Content; ESP; Source: Crunchbase
ImpactMedia,impactmedia.ie,$1.9M,closed,other,,IRL; Source: Crunchbase
Angelpc Global Support,angel-pc.com,$1.9M,closed,services,,Market: Consulting; ESP; Source: Crunchbase
Natural Cleaners Colorado,naturalcleaners.us,$1.9M,closed,cleantech,,Market: Clean Technology; USA; Source: Crunchbase
Stickybits,stickybits.com,$1.9M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Durham Graphene Science,durhamgraphene.com,$1.9M,closed,manufacturing,,Market: Manufacturing; GBR; Source: Crunchbase
LEYIO,leyio.com,$1.9M,closed,mobile,,Market: Mobile; FRA; Source: Crunchbase
Baobab Planet,baobabplanet.com,$1.9M,closed,mmo games,,Market: MMO Games; ESP; Source: Crunchbase
Mingleverse,mingleverse.com,$1.8M,closed,telephony,,Market: Telephony; CAN; Source: Crunchbase
Aria Glassworks,ariaglassworks.com,$1.8M,closed,saas,,Market: Software; USA; Source: Crunchbase
LikeIt.com,likeit.com,$1.7M,closed,social search,,Market: Social Search; Source: Crunchbase
Lexy,lexy.com,$1.7M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Amulet Pharmaceuticals,amuletpharma.com,$1.7M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
Digital Union,digitalunioncorp.com,$1.7M,closed,saas,,Market: Software; USA; Source: Crunchbase
GetBack,getback.com,$1.7M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
nprogress,nprogress.com,$1.7M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Qoof,qoof.com,$1.7M,closed,ecommerce,,Market: E-Commerce; ISR; Source: Crunchbase
Ziva Software,zook.in,$1.7M,closed,mobile,,Market: Mobile; IND; Source: Crunchbase
Zume Life,zumelife.com,$1.7M,closed,iphone,,Market: iPhone; USA; Source: Crunchbase
MakuCell,makucellinc.com,$1.7M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
Nevis Networks,nevisnetworks.com,$1.6M,closed,security,,Market: Security; USA; Source: Crunchbase
ComCam,comcam.net,$1.6M,closed,other,,USA; Source: Crunchbase
HammerKit,hammerkit.com,$1.6M,closed,curated web,,Market: Curated Web; FIN; Source: Crunchbase
Brandmail Solutions,brandmailsolutions.com,$1.6M,closed,messaging,,Market: Messaging; IRL; Source: Crunchbase
Regen,regenliving.com,$1.6M,closed,cleantech,,Market: Clean Technology; USA; Source: Crunchbase
FlickIM,outfittershaven.com,$1.6M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Progressive Book Club,progressivebookclub.com,$1.6M,closed,social,,Market: Social Media; USA; Source: Crunchbase
Toucan Global,toucanglobal.com,$1.6M,closed,mobile,,Market: Mobile; Source: Crunchbase
Authix Tecnologies,authix.com,$1.6M,closed,security,,Market: Security; Source: Crunchbase
Dezineforce,dezineforce.com,$1.6M,closed,saas,,Market: Software; Source: Crunchbase
Breeze Tech,breeze-tech.co.uk,$1.6M,closed,saas,,Market: Enterprise Software; GBR; Source: Crunchbase
PutPlace,putplace.com,$1.6M,closed,web development,,Market: Web Development; IRL; Source: Crunchbase
Roozz.com,roozz.com,$1.6M,closed,saas,,Market: SaaS; DNK; Source: Crunchbase
Ecutronic Technologies,ecutronic.com,$1.6M,closed,analytics,,Market: Analytics; ESP; Source: Crunchbase
MyCabbage,mycabbage.com,$1.6M,closed,marketplaces,,Market: Marketplaces; USA; Source: Crunchbase
retickr,retickr.com,$1.6M,closed,social,,Market: Social Media; USA; Source: Crunchbase
Curaxis Pharmaceutical,curaxispharma.com,$1.5M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
clipsync,clipsync.com,$1.5M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
InPlace,inplace.tv,$1.5M,closed,adtech,,Market: Advertising; ITA; Source: Crunchbase
8hands,8hands.com,$1.5M,closed,public relations,,Market: Public Relations; ISR; Source: Crunchbase
Bababoo,bababoo.com,$1.5M,closed,iphone,,Market: iPhone; USA; Source: Crunchbase
BuildMyMove,buildmymove.com,$1.5M,closed,other,,USA; Source: Crunchbase
Burning Sky Software,burningskysoftware.com,$1.5M,closed,cloud computing,,Market: Cloud Computing; USA; Source: Crunchbase
CupomNow,cupomnow.com.br,$1.5M,closed,startups,,Market: Startups; BRA; Source: Crunchbase
DeliveryEdge,licketyship.com,$1.5M,closed,shipping,,Market: Shipping; USA; Source: Crunchbase
Epic Production Technologies,epicpt.com,$1.5M,closed,gaming,,Market: Games; USA; Source: Crunchbase
Faves,blog.faves.com,$1.5M,closed,web tools,,Market: Web Tools; USA; Source: Crunchbase
Freedom2,freedom2inc.com,$1.5M,closed,other,,USA; Source: Crunchbase
Fuego Nation,fuegonation.com,$1.5M,closed,social,,Market: Social Media; USA; Source: Crunchbase
Gamook,gamook.com,$1.5M,closed,gaming,,Market: Games; USA; Source: Crunchbase
Giveo,giveo.com,$1.5M,closed,saas,,Market: Software; USA; Source: Crunchbase
Hive Media,hivemedia.tv,$1.5M,closed,gaming,,Market: Games; Source: Crunchbase
mBeat Media,mbeat.com,$1.5M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Meijob,english.meijob.com,$1.5M,closed,search,,Market: Search; Source: Crunchbase
Mosoro,mosoro.com,$1.5M,closed,manufacturing,,Market: Manufacturing; USA; Source: Crunchbase
Path.To,path.to,$1.5M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Possibility Space,possibilityspace.com,$1.5M,closed,gaming,,Market: Games; USA; Source: Crunchbase
Queplix,queplix.com,$1.5M,closed,saas,,Market: Enterprise Software; USA; Source: Crunchbase
Secondbrain,secondbrain.com,$1.5M,closed,search,,Market: Search; NOR; Source: Crunchbase
StyleTrek,styletrek.com,$1.5M,closed,ecommerce,,Market: Fashion; USA; Source: Crunchbase
Tangler,tangler.com,$1.5M,closed,forums,,Market: Forums; USA; Source: Crunchbase
The Society,thesociety.com,$1.5M,closed,hospitality,,Market: Hospitality; USA; Source: Crunchbase
Triangulate,triangulatecorp.com,$1.5M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Wikets,wikets.com,$1.5M,closed,ecommerce,,Market: E-Commerce; Source: Crunchbase
Woldme,woldme.com,$1.5M,closed,social network media,,Market: Social Network Media; Source: Crunchbase
Xylos Corporation,xyloscorp.com,$1.5M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
Zoji,zoji.com,$1.5M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Ztail,ztail.com,$1.5M,closed,price comparison,,Market: Price Comparison; USA; Source: Crunchbase
Globel Direct,globel.com,$1.5M,closed,public relations,,Market: Public Relations; CAN; Source: Crunchbase
Sweepery,sweepery.com,$1.5M,closed,adtech,,Market: Advertising; USA; Source: Crunchbase
Quintessence Biosciences,quintbio.com,$1.5M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
Bahu,bahu.com,$1.5M,closed,social,,Market: Social Media; FRA; Source: Crunchbase
Optimus3,optimus3.com,$1.5M,closed,ecommerce,,Market: E-Commerce; USA; Source: Crunchbase
Yuntaa,yuntaa.com,$1.5M,closed,web hosting,,Market: Web Hosting; BEL; Source: Crunchbase
Extreme Enterprises,eeihq.com,$1.5M,closed,saas,,Market: Enterprise Software; USA; Source: Crunchbase
Spiral Gateway,spiralgateway.com,$1.4M,closed,hardware,,Market: Semiconductors; Source: Crunchbase
Hotlist,hotlist.com,$1.4M,closed,social,,Market: Social Media; USA; Source: Crunchbase
Hubsphere,hubsphere.com,$1.4M,closed,saas,,Market: Enterprise Software; GBR; Source: Crunchbase
MuseStorm,musestorm.com,$1.4M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Enigma Software Productions,enigmasp.com,$1.4M,closed,gaming,,Market: Games; ESP; Source: Crunchbase
Mieple,mieple.com,$1.4M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
AdYouNet,adyounet.com,$1.4M,closed,adtech,,Market: Advertising; USA; Source: Crunchbase
Biosyntech,biosyntech.com,$1.4M,closed,biotech,,Market: Biotechnology; CAN; Source: Crunchbase
GigaLogix,gigalogix.com,$1.4M,closed,public relations,,Market: Public Relations; USA; Source: Crunchbase
Ogorod,ogorod.com,$1.4M,closed,social,,Market: Social Media; RUS; Source: Crunchbase
Pinkdingo,pinkdingo.com,$1.4M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
RawData,therawdata.com,$1.4M,closed,analytics,,Market: Analytics; USA; Source: Crunchbase
Grocio,grocio.com,$1.4M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
China Yongxin Pharmaceuticals,yongxinchina.com,$1.4M,closed,biotech,,Market: Biotechnology; USA; Source: Crunchbase
US-ST Construction Material Int'l.,stmaterialconstruction.com,$1.4M,closed,manufacturing,,Market: Manufacturing; USA; Source: Crunchbase
Gurnard Perch Sophisticated Technologies,gperch.com,$1.4M,closed,curated web,,Market: Curated Web; HKG; Source: Crunchbase
Really Simple,reallysimple.to,$1.3M,closed,saas,,Market: Software; USA; Source: Crunchbase
iTaggit,itaggit.com,$1.3M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Lecere,lecere.com,$1.3M,closed,saas,,Market: Software; USA; Source: Crunchbase
Orthos,orthos.com,$1.3M,closed,biotech,,Market: Biotechnology; GBR; Source: Crunchbase
Scan & Target,scanandtarget.com,$1.3M,closed,saas,,Market: Software; Source: Crunchbase
Mangia,mangia.com,$1.3M,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Social Genius,audiovroom.com,$1.3M,closed,saas,,Market: Software; USA; Source: Crunchbase
GB Environmental,gb-environmental.com,$1.3M,closed,cleantech,,Market: Clean Technology; GBR; Source: Crunchbase
PRUSLAND SL,prusland.com,$1.3M,closed,social,,Market: Social Media; ESP; Source: Crunchbase
Blue Buzz Network,informifi.com,$1.3M,closed,media,,Market: News; USA; Source: Crunchbase
Sampa,sampa.com,$1.3M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
frooly,blog.frooly.com,$1.3M,closed,social,,Market: Social Media; GBR; Source: Crunchbase
ColorModules,colormodules.com,$1.3M,closed,beauty,,Market: Beauty; USA; Source: Crunchbase
Flowgram,flowgram.com,$1.3M,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
